Interval [start=0, end=149]
1.7257031 : 0.7613451
1.7316031 : 0.7613451
1.7375032 : 0.7613451
1.7434032 : 0.7613451
1.7493032 : 0.7613451
1.7552032 : 0.7613451
1.7611033 : 0.7613451
1.7670033 : 0.7613451
1.7729033 : 0.7613451
1.7788033 : 0.7613451
1.7847034 : 0.7613451
1.7906034 : 0.7613451
1.7965034 : 0.7613451
1.8024035 : 0.7613451
1.8083035 : 0.7613451
1.8142035 : 0.7613451
1.8201035 : 0.7613451
1.8260036 : 0.7613451
1.8319036 : 0.7613451
1.8378036 : 0.7613451
1.8437036 : 0.7613451
1.8496037 : 0.7613451
1.8555037 : 0.7613451
1.8614037 : 0.7613451
1.8673037 : 0.7613451
1.8732038 : 0.7613451
1.8791038 : 0.7613451
1.8850038 : 0.7613451
1.8909038 : 0.7613451
1.8968039 : 0.7613451
1.9027039 : 0.6666667
1.9086039 : 0.6666667
1.9145039 : 0.6666667
1.920404 : 0.6666667
1.926304 : 0.6666667
1.932204 : 0.6666667
1.938104 : 0.6666667
1.944004 : 0.6666667
1.9499041 : 0.6666667
1.9558041 : 0.6666667
1.9617041 : 0.6666667
1.9676042 : 0.6666667
1.9735042 : 0.6666667
1.9794042 : 0.6666667
1.9853042 : 0.6666667
1.9912043 : 0.6666667
1.9971043 : 0.6666667
2.0030043 : 0.6666667
2.0089042 : 0.6666667
2.0148041 : 0.6666667
2.020704 : 0.6666667
2.026604 : 0.6666667
2.0325038 : 0.6666667
2.0384037 : 0.6666667
2.0443037 : 0.6666667
2.0502036 : 0.6666667
2.0561035 : 0.6666667
2.0620034 : 0.6666667
2.0679033 : 0.6666667
2.0738032 : 0.6666667
2.079703 : 0.6666667
2.085603 : 0.6666667
2.091503 : 0.6666667
2.0974028 : 0.6666667
2.1033027 : 0.6666667
2.1092026 : 0.6666667
2.1151025 : 0.6666667
2.1210024 : 0.6666667
2.1269023 : 0.6666667
2.1328022 : 0.6666667
2.1387022 : 0.6666667
2.144602 : 0.6666667
2.150502 : 0.6666667
2.1564019 : 0.6666667
2.1623018 : 0.6666667
2.1682017 : 0.6666667
2.1741016 : 0.6666667
2.1800015 : 0.6666667
2.1859014 : 0.6666667
2.1918013 : 0.6666667
2.1977012 : 0.6666667
2.2036011 : 0.6666667
2.209501 : 0.6666667
2.215401 : 0.6666667
2.2213008 : 0.6666667
2.2272007 : 0.6666667
2.2331007 : 0.6666667
2.2390006 : 0.6666667
2.2449005 : 0.6666667
2.2508004 : 0.6666667
2.2567003 : 0.6666667
2.2626002 : 0.6666667
2.2685 : 0.6666667
2.2744 : 0.6666667
2.2803 : 0.6666667
2.2861998 : 0.6666667
2.2920997 : 0.6666667
2.2979996 : 0.6666667
2.3038995 : 0.6666667
2.3097994 : 0.6666667
2.3156993 : 0.6666667
2.3215992 : 0.6666667
2.3274992 : 0.6666667
2.333399 : 0.6666667
2.339299 : 0.6666667
2.3451989 : 0.6666667
2.3510988 : 0.6666667
2.3569987 : 0.6666667
2.3628986 : 0.6666667
2.3687985 : 0.6666667
2.3746984 : 0.6666667
2.3805983 : 0.6666667
2.3864982 : 0.6666667
2.392398 : 0.6666667
2.398298 : 0.6666667
2.404198 : 0.6666667
2.4100978 : 0.6666667
2.4159977 : 0.6666667
2.4218976 : 0.6666667
2.4277976 : 0.6666667
2.4336975 : 0.6666667
2.4395974 : 0.6666667
2.4454973 : 0.6666667
2.4513972 : 0.6666667
2.457297 : 0.6666667
2.463197 : 0.6666667
2.469097 : 0.6666667
2.4749968 : 0.6666667
2.4808967 : 0.6666667
2.4867966 : 0.6666667
2.4926965 : 0.6666667
2.4985964 : 0.6666667
2.5044963 : 0.6666667
2.5103962 : 0.6666667
2.5162961 : 0.6666667
2.522196 : 0.6666667
2.528096 : 0.6666667
2.5339959 : 0.6666667
2.5398958 : 0.6666667
2.5457957 : 0.6666667
2.5516956 : 0.6666667
2.5575955 : 0.6666667
2.5634954 : 0.6666667
2.5693953 : 0.6666667
2.5752952 : 0.6666667
2.581195 : 0.6666667
2.587095 : 0.6666667
2.592995 : 0.6666667
2.5988948 : 0.6666667
2.6047947 : 0.6666667
2.6106946 : 0.6666667
2.6165946 : 0.6666667
2.6224945 : 0.6666667
2.6283944 : 0.6666667
2.6342943 : 0.6666667
2.6401942 : 0.6666667
2.646094 : 0.6666667
2.651994 : 0.6666667
2.657894 : 0.6666667
2.6637938 : 0.6666667
2.6696937 : 0.6666667
2.6755936 : 0.6666667
2.6814935 : 0.6666667
2.6873934 : 0.6666667
2.6932933 : 0.6666667
2.6991932 : 0.6666667
2.7050931 : 0.6666667
2.710993 : 0.6666667
2.716893 : 0.6666667
2.7227929 : 0.6666667
2.7286928 : 0.6666667
2.7345927 : 0.6666667
2.7404926 : 0.6666667
2.7463925 : 0.6666667
2.7522924 : 0.6666667
2.7581923 : 0.6666667
2.7640922 : 0.6666667
2.769992 : 0.6666667
2.775892 : 0.6666667
2.781792 : 0.6666667
2.7876918 : 0.6666667
2.7935917 : 0.6666667
2.7994916 : 0.6666667
2.8053916 : 0.6666667
2.8112915 : 0.6666667
2.8171914 : 0.6666667
2.8230913 : 0.6666667
2.8289912 : 0.6666667
2.834891 : 0.6666667
2.840791 : 0.6666667
2.846691 : 0.6666667
2.8525908 : 0.6666667
2.8584907 : 0.6666667
2.8643906 : 0.6666667
2.8702905 : 0.6666667
2.8761904 : 0.6666667
2.8820903 : 0.6666667
2.8879902 : 0.6666667
2.8938901 : 0.6666667
2.89979 : 0.6666667
2.90569 : 0.6666667
2.9115899 : 0.6666667
2.9174898 : 0.6666667
2.9233897 : 0.6666667
2.9292896 : 0.6666667
2.9351895 : 0.6666667
2.9410894 : 0.6666667
2.9469893 : 0.6666667
2.9528892 : 0.6666667
2.958789 : 0.6666667
2.964689 : 0.6666667
2.970589 : 0.6666667
2.9764888 : 0.6666667
2.9823887 : 0.6666667
2.9882886 : 0.6666667
2.9941885 : 0.6666667
3.0000885 : 0.7072907
3.0059884 : 0.7072907
3.0118883 : 0.7072907
3.0177882 : 0.7072907
3.023688 : 0.7072907
3.029588 : 0.7072907
3.035488 : 0.7072907
3.0413878 : 0.7072907
3.0472877 : 0.7072907
3.0531876 : 0.7072907
3.0590875 : 0.7072907
3.0649874 : 0.7072907
3.0708873 : 0.7072907
3.0767872 : 0.7072907
3.0826871 : 0.7072907
3.088587 : 0.7072907
3.094487 : 0.7072907
3.1003869 : 0.7072907
3.1062868 : 0.7072907
3.1121867 : 0.7072907
3.1180866 : 0.7072907
3.1239865 : 0.7072907
3.1298864 : 0.7072907
3.1357863 : 0.7072907
3.1416862 : 0.7072907
3.147586 : 0.7072907
3.153486 : 0.7072907
3.159386 : 0.7072907
3.1652858 : 0.7072907
3.1711857 : 0.7072907
3.1770856 : 0.7072907
3.1829855 : 0.7072907
3.1888855 : 0.7072907
3.1947854 : 0.7072907
3.2006853 : 0.7072907
3.2065852 : 0.7072907
3.212485 : 0.7072907
3.218385 : 0.7072907
3.224285 : 0.7072907
3.2301848 : 0.7072907
3.2360847 : 0.7072907
3.2419846 : 0.7072907
3.2478845 : 0.7072907
3.2537844 : 0.7072907
3.2596843 : 0.7072907
3.2655842 : 0.7072907
3.2714841 : 0.7072907
3.277384 : 0.7072907
3.283284 : 0.7072907
3.2891839 : 0.7072907
3.2950838 : 0.7072907
3.3009837 : 0.757101
3.3068836 : 0.757101
3.3127835 : 0.757101
3.3186834 : 0.757101
3.3245833 : 0.757101
3.3304832 : 0.757101
3.336383 : 0.757101
3.342283 : 0.757101
3.348183 : 0.757101
3.3540828 : 0.757101
3.3599827 : 0.757101
3.3658826 : 0.757101
3.3717825 : 0.757101
3.3776824 : 0.757101
3.3835824 : 0.757101
3.3894823 : 0.757101
3.3953822 : 0.757101
3.401282 : 0.757101
3.407182 : 0.757101
3.413082 : 0.757101
3.4189818 : 0.757101
3.4248817 : 0.757101
3.4307816 : 0.757101
3.4366815 : 0.757101
3.4425814 : 0.757101
3.4484813 : 0.757101
3.4543812 : 0.757101
3.4602811 : 0.757101
3.466181 : 0.757101
3.472081 : 0.757101
3.4779809 : 0.757101
3.4838808 : 0.757101
3.4897807 : 0.757101
3.4956806 : 0.757101
3.5015805 : 0.7932161
3.5074804 : 0.7932161
3.5133803 : 0.7932161
3.5192802 : 0.7932161
3.52518 : 0.7932161
3.53108 : 0.7932161
3.53698 : 0.7932161
3.5428798 : 0.7932161
3.5487797 : 0.7932161
3.5546796 : 0.7932161
3.5605795 : 0.7932161
3.5664794 : 0.7932161
3.5723794 : 0.7932161
3.5782793 : 0.7932161
3.5841792 : 0.7932161
3.590079 : 0.7932161
3.595979 : 0.7932161
3.601879 : 0.80821896
3.6077788 : 0.80821896
3.6136787 : 0.80821896
3.6195786 : 0.80821896
3.6254785 : 0.80821896
3.6313784 : 0.80821896
3.6372783 : 0.80821896
3.6431782 : 0.80821896
3.6490781 : 0.80821896
3.654978 : 0.80821896
3.660878 : 0.80821896
3.6667778 : 0.80821896
3.6726778 : 0.80821896
3.6785777 : 0.80821896
3.6844776 : 0.80821896
3.6903775 : 0.80821896
3.6962774 : 0.80821896
3.7021773 : 0.8216667
3.7080772 : 0.8216667
3.713977 : 0.8216667
3.719877 : 0.8216667
3.725777 : 0.8216667
3.7316768 : 0.8216667
3.7375767 : 0.8216667
3.7434766 : 0.8216667
3.7493765 : 0.8216667
3.7552764 : 0.8216667
3.7611763 : 0.8216667
3.7670763 : 0.8216667
3.7729762 : 0.8216667
3.778876 : 0.8216667
3.784776 : 0.8216667
3.7906759 : 0.8216667
3.7965758 : 0.8216667
3.8024757 : 0.83378434
3.8083756 : 0.83378434
3.8142755 : 0.83378434
3.8201754 : 0.83378434
3.8260753 : 0.83378434
3.8319752 : 0.83378434
3.8378751 : 0.83378434
3.843775 : 0.83378434
3.849675 : 0.83378434
3.8555748 : 0.83378434
3.8614748 : 0.83378434
3.8673747 : 0.83378434
3.8732746 : 0.83378434
3.8791745 : 0.83378434
3.8850744 : 0.83378434
3.8909743 : 0.83378434
3.8968742 : 0.83378434
3.902774 : 0.86363465
3.908674 : 0.86363465
3.914574 : 0.86363465
3.9204738 : 0.86363465
3.9263737 : 0.86363465
3.9322736 : 0.86363465
3.9381735 : 0.86363465
3.9440734 : 0.86363465
3.9499733 : 0.86363465
3.9558733 : 0.86363465
3.9617732 : 0.86363465
3.967673 : 0.86363465
3.973573 : 0.86363465
3.9794729 : 0.86363465
3.9853728 : 0.86363465
3.9912727 : 0.86363465
3.9971726 : 0.86363465
4.0030727 : 0.89683545
4.0089726 : 0.89683545
4.0148726 : 0.89683545
4.0207725 : 0.89683545
4.0266724 : 0.89683545
4.0325723 : 0.89683545
4.038472 : 0.89683545
4.044372 : 0.89683545
4.050272 : 0.89683545
4.056172 : 0.89683545
4.062072 : 0.89683545
4.0679717 : 0.89683545
4.0738716 : 0.89683545
4.0797715 : 0.89683545
4.0856714 : 0.89683545
4.0915713 : 0.89683545
4.097471 : 0.89683545
4.103371 : 0.90893143
4.109271 : 0.90893143
4.115171 : 0.90893143
4.121071 : 0.90893143
4.126971 : 0.90893143
4.1328707 : 0.90893143
4.1387706 : 0.90893143
4.1446705 : 0.90893143
4.1505704 : 0.90893143
4.1564703 : 0.90893143
4.16237 : 0.90893143
4.16827 : 0.90893143
4.17417 : 0.90893143
4.18007 : 0.90893143
4.18597 : 0.90893143
4.1918697 : 0.90893143
4.1977696 : 0.90893143
4.2036695 : 0.9172683
4.2095695 : 0.9172683
4.2154694 : 0.9172683
4.2213693 : 0.9172683
4.227269 : 0.9172683
4.233169 : 0.9172683
4.239069 : 0.9172683
4.244969 : 0.9172683
4.250869 : 0.9172683
4.2567687 : 0.9172683
4.2626686 : 0.9172683
4.2685685 : 0.9172683
4.2744684 : 0.9172683
4.2803683 : 0.9172683
4.286268 : 0.9172683
4.292168 : 0.9172683
4.298068 : 0.9172683
4.303968 : 0.91829586
4.309868 : 0.91829586
4.315768 : 0.91829586
4.3216677 : 0.91829586
4.3275676 : 0.91829586
4.3334675 : 0.91829586
4.3393674 : 0.91829586
4.3452673 : 0.91829586
4.351167 : 0.91829586
4.357067 : 0.91829586
4.362967 : 0.91829586
4.368867 : 0.91829586
4.374767 : 0.91829586
4.3806667 : 0.91829586
4.3865666 : 0.91829586
4.3924665 : 0.91829586
4.3983665 : 0.91829586
4.4042664 : 0.91416657
4.4101663 : 0.91416657
4.416066 : 0.91416657
4.421966 : 0.91416657
4.427866 : 0.91416657
4.433766 : 0.91416657
4.439666 : 0.91416657
4.4455657 : 0.91416657
4.4514656 : 0.91416657
4.4573655 : 0.91416657
4.4632654 : 0.91416657
4.4691653 : 0.91416657
4.475065 : 0.91416657
4.480965 : 0.91416657
4.486865 : 0.91416657
4.492765 : 0.91416657
4.498665 : 0.91416657
4.504565 : 0.93580574
4.5104647 : 0.93580574
4.5163646 : 0.93580574
4.5222645 : 0.93580574
4.5281644 : 0.93580574
4.5340643 : 0.93580574
4.539964 : 0.93580574
4.545864 : 0.93580574
4.551764 : 0.93580574
4.557664 : 0.93580574
4.563564 : 0.93580574
4.5694637 : 0.93580574
4.5753636 : 0.93580574
4.5812635 : 0.93580574
4.5871634 : 0.93580574
4.5930634 : 0.93580574
4.5989633 : 0.93580574
4.604863 : 0.9145479
4.610763 : 0.9145479
4.616663 : 0.9145479
4.622563 : 0.9145479
4.628463 : 0.9145479
4.6343627 : 0.9145479
4.6402626 : 0.9145479
4.6461625 : 0.9145479
4.6520624 : 0.9145479
4.6579623 : 0.9145479
4.663862 : 0.9145479
4.669762 : 0.9145479
4.675662 : 0.9145479
4.681562 : 0.9145479
4.687462 : 0.9145479
4.6933618 : 0.9145479
4.6992617 : 0.9145479
4.7051616 : 0.8604847
4.7110615 : 0.8604847
4.7169614 : 0.8604847
4.7228613 : 0.8604847
4.728761 : 0.8604847
4.734661 : 0.8604847
4.740561 : 0.8604847
4.746461 : 0.8604847
4.752361 : 0.8604847
4.7582607 : 0.8604847
4.7641606 : 0.8604847
4.7700605 : 0.8604847
4.7759604 : 0.8604847
4.7818604 : 0.8604847
4.7877603 : 0.8604847
4.79366 : 0.8604847
4.79956 : 0.8604847
4.80546 : 0.9033519
4.81136 : 0.9033519
4.81726 : 0.9033519
4.8231597 : 0.9033519
4.8290596 : 0.9033519
4.8349595 : 0.9033519
4.8408594 : 0.9033519
4.8467593 : 0.9033519
4.852659 : 0.9033519
4.858559 : 0.9033519
4.864459 : 0.9033519
4.870359 : 0.9033519
4.876259 : 0.9033519
4.8821588 : 0.9033519
4.8880587 : 0.9033519
4.8939586 : 0.9033519
4.8998585 : 0.9033519
4.9057584 : 0.952892
4.9116583 : 0.952892
4.917558 : 0.952892
4.923458 : 0.952892
4.929358 : 0.952892
4.935258 : 0.952892
4.941158 : 0.952892
4.9470577 : 0.952892
4.9529576 : 0.952892
4.9588575 : 0.952892
4.9647574 : 0.952892
4.9706573 : 0.952892
4.9765573 : 0.952892
4.982457 : 0.952892
4.988357 : 0.952892
4.994257 : 0.952892
5.000157 : 1.0033509
5.006057 : 1.0033509
5.0119567 : 1.0033509
5.0178566 : 1.0033509
5.0237565 : 1.0033509
5.0296564 : 1.0033509
5.0355563 : 1.0033509
5.041456 : 1.0033509
5.047356 : 1.0033509
5.053256 : 1.0033509
5.059156 : 1.0033509
5.065056 : 1.0033509
5.0709558 : 1.0033509
5.0768557 : 1.0033509
5.0827556 : 1.0033509
5.0886555 : 1.0033509
5.0945554 : 1.0033509
5.1004553 : 1.1142678
5.106355 : 1.1142678
5.112255 : 1.1142678
5.118155 : 1.1142678
5.124055 : 1.1142678
5.129955 : 1.1142678
5.1358547 : 1.1142678
5.1417546 : 1.1142678
5.1476545 : 1.1142678
5.1535544 : 1.1142678
5.1594543 : 1.1142678
5.1653543 : 1.1142678
5.171254 : 1.1142678
5.177154 : 1.1142678
5.183054 : 1.1142678
5.188954 : 1.1142678
5.194854 : 1.1142678
5.2007537 : 1.1513841
5.2066536 : 1.1513841
5.2125535 : 1.1513841
5.2184534 : 1.1513841
5.2243533 : 1.1513841
5.230253 : 1.1513841
5.236153 : 1.1513841
5.242053 : 1.1513841
5.247953 : 1.1513841
5.253853 : 1.1513841
5.2597528 : 1.1513841
5.2656527 : 1.1513841
5.2715526 : 1.1513841
5.2774525 : 1.1513841
5.2833524 : 1.1513841
5.2892523 : 1.1513841
5.295152 : 1.1513841
5.301052 : 1.1866846
5.306952 : 1.1866846
5.312852 : 1.1866846
5.318752 : 1.1866846
5.3246517 : 1.1866846
5.3305516 : 1.1866846
5.3364515 : 1.1866846
5.3423514 : 1.1866846
5.3482513 : 1.1866846
5.3541512 : 1.1866846
5.360051 : 1.1866846
5.365951 : 1.1866846
5.371851 : 1.1866846
5.377751 : 1.1866846
5.383651 : 1.1866846
5.3895507 : 1.1866846
5.3954506 : 1.1866846
5.4013505 : 1.220379
5.4072504 : 1.220379
5.4131503 : 1.220379
5.41905 : 1.220379
5.42495 : 1.220379
5.43085 : 1.220379
5.43675 : 1.220379
5.44265 : 1.220379
5.4485497 : 1.220379
5.4544497 : 1.220379
5.4603496 : 1.220379
5.4662495 : 1.220379
5.4721494 : 1.220379
5.4780493 : 1.220379
5.483949 : 1.220379
5.489849 : 1.220379
5.495749 : 1.220379
5.501649 : 1.2682734
5.507549 : 1.2682734
5.5134487 : 1.2682734
5.5193486 : 1.2682734
5.5252485 : 1.2682734
5.5311484 : 1.2682734
5.5370483 : 1.2682734
5.5429482 : 1.2682734
5.548848 : 1.2682734
5.554748 : 1.2682734
5.560648 : 1.2682734
5.566548 : 1.2682734
5.572448 : 1.2682734
5.5783477 : 1.2682734
5.5842476 : 1.2682734
5.5901475 : 1.2682734
5.5960474 : 1.2682734
5.6019473 : 1.3560847
5.607847 : 1.3560847
5.613747 : 1.3560847
5.619647 : 1.3560847
5.625547 : 1.3560847
5.631447 : 1.3560847
5.6373467 : 1.3560847
5.6432467 : 1.3560847
5.6491466 : 1.3560847
5.6550465 : 1.3560847
5.6609464 : 1.3560847
5.6668463 : 1.3560847
5.672746 : 1.3560847
5.678646 : 1.3560847
5.684546 : 1.3560847
5.690446 : 1.3560847
5.696346 : 1.3560847
5.7022457 : 1.3966439
5.7081456 : 1.3966439
5.7140455 : 1.3966439
5.7199454 : 1.3966439
5.7258453 : 1.3966439
5.7317452 : 1.3966439
5.737645 : 1.3966439
5.743545 : 1.3966439
5.749445 : 1.3966439
5.755345 : 1.3966439
5.761245 : 1.3966439
5.7671447 : 1.3966439
5.7730446 : 1.3966439
5.7789445 : 1.3966439
5.7848444 : 1.3966439
5.7907443 : 1.3966439
5.796644 : 1.3966439
5.802544 : 1.4353
5.808444 : 1.4353
5.814344 : 1.4353
5.820244 : 1.4353
5.8261437 : 1.4353
5.8320436 : 1.4353
5.8379436 : 1.4353
5.8438435 : 1.4353
5.8497434 : 1.4353
5.8556433 : 1.4353
5.861543 : 1.4353
5.867443 : 1.4353
5.873343 : 1.4353
5.879243 : 1.4353
5.885143 : 1.4353
5.8910427 : 1.4353
5.8969426 : 1.4353
5.9028425 : 1.4601101
5.9087424 : 1.4601101
5.9146423 : 1.4601101
5.9205422 : 1.4601101
5.926442 : 1.4601101
5.932342 : 1.4601101
5.938242 : 1.4601101
5.944142 : 1.4601101
5.950042 : 1.4601101
5.9559417 : 1.4601101
5.9618416 : 1.4601101
5.9677415 : 1.4601101
5.9736414 : 1.4601101
5.9795413 : 1.4601101
5.985441 : 1.4601101
5.991341 : 1.4601101
5.997241 : 1.4601101
6.003141 : 1.4842099
6.009041 : 1.4842099
6.0149407 : 1.4842099
6.0208406 : 1.4842099
6.0267406 : 1.4842099
6.0326405 : 1.4842099
6.0385404 : 1.4842099
6.0444403 : 1.4842099
6.05034 : 1.4842099
6.05624 : 1.4842099
6.06214 : 1.4842099
6.06804 : 1.4842099
6.07394 : 1.4842099
6.0798397 : 1.4842099
6.0857396 : 1.4842099
6.0916395 : 1.4842099
6.0975394 : 1.4842099
6.1034393 : 1.5191238
6.109339 : 1.5191238
6.115239 : 1.5191238
6.121139 : 1.5191238
6.127039 : 1.5191238
6.132939 : 1.5191238
6.138839 : 1.5191238
6.1447387 : 1.5191238
6.1506386 : 1.5191238
6.1565385 : 1.5191238
6.1624384 : 1.5191238
6.1683383 : 1.5191238
6.174238 : 1.5191238
6.180138 : 1.5191238
6.186038 : 1.5191238
6.191938 : 1.5191238
6.197838 : 1.5191238
6.2037377 : 1.5191238
6.2096376 : 1.5191238
6.2155375 : 1.5191238
6.2214375 : 1.5191238
6.2273374 : 1.5191238
6.2332373 : 1.5191238
6.239137 : 1.5191238
6.245037 : 1.5191238
6.250937 : 1.5191238
6.256837 : 1.5191238
6.262737 : 1.5191238
6.2686367 : 1.5191238
6.2745366 : 1.5191238
6.2804365 : 1.5191238
6.2863364 : 1.5191238
6.2922363 : 1.5191238
6.298136 : 1.5191238
6.304036 : 1.5304519
6.309936 : 1.5304519
6.315836 : 1.5304519
6.321736 : 1.5304519
6.327636 : 1.5304519
6.3335357 : 1.5304519
6.3394356 : 1.5304519
6.3453355 : 1.5304519
6.3512354 : 1.5304519
6.3571353 : 1.5304519
6.363035 : 1.5304519
6.368935 : 1.5304519
6.374835 : 1.5304519
6.380735 : 1.5304519
6.386635 : 1.5304519
6.3925347 : 1.5304519
6.3984346 : 1.5304519
6.4043345 : 1.5416329
6.4102345 : 1.5416329
6.4161344 : 1.5416329
6.4220343 : 1.5416329
6.427934 : 1.5416329
6.433834 : 1.5416329
6.439734 : 1.5416329
6.445634 : 1.5416329
6.451534 : 1.5416329
6.4574337 : 1.5416329
6.4633336 : 1.5416329
6.4692335 : 1.5416329
6.4751334 : 1.5416329
6.4810333 : 1.5416329
6.486933 : 1.5416329
6.492833 : 1.5416329
6.498733 : 1.5416329
6.504633 : 1.5416329
6.510533 : 1.5416329
6.516433 : 1.5416329
6.5223327 : 1.5416329
6.5282326 : 1.5416329
6.5341325 : 1.5416329
6.5400324 : 1.5416329
6.5459323 : 1.5416329
6.551832 : 1.5416329
6.557732 : 1.5416329
6.563632 : 1.5416329
6.569532 : 1.5416329
6.575432 : 1.5416329
6.5813317 : 1.5416329
6.5872316 : 1.5416329
6.5931315 : 1.5416329
6.5990314 : 1.5416329
6.6049314 : 1.5526702
6.6108313 : 1.5526702
6.616731 : 1.5526702
6.622631 : 1.5526702
6.628531 : 1.5526702
6.634431 : 1.5526702
6.640331 : 1.5526702
6.6462307 : 1.5526702
6.6521306 : 1.5526702
6.6580305 : 1.5526702
6.6639304 : 1.5526702
6.6698303 : 1.5526702
6.67573 : 1.5526702
6.68163 : 1.5526702
6.68753 : 1.5526702
6.69343 : 1.5526702
6.69933 : 1.5526702
6.7052298 : 1.5743314
6.7111297 : 1.5743314
6.7170296 : 1.5743314
6.7229295 : 1.5743314
6.7288294 : 1.5743314
6.7347293 : 1.5743314
6.740629 : 1.5743314
6.746529 : 1.5743314
6.752429 : 1.5743314
6.758329 : 1.5743314
6.764229 : 1.5743314
6.7701287 : 1.5743314
6.7760286 : 1.5743314
6.7819285 : 1.5743314
6.7878284 : 1.5743314
6.7937284 : 1.5743314
6.7996283 : 1.5743314
6.805528 : 1.5743314
6.811428 : 1.5743314
6.817328 : 1.5743314
6.823228 : 1.5743314
6.829128 : 1.5743314
6.8350277 : 1.5743314
6.8409276 : 1.5743314
6.8468275 : 1.5743314
6.8527274 : 1.5743314
6.8586273 : 1.5743314
6.864527 : 1.5743314
6.870427 : 1.5743314
6.876327 : 1.5743314
6.882227 : 1.5743314
6.888127 : 1.5743314
6.8940268 : 1.5743314
GET! DIVIDE : Interval [start=0, end=149]
Interval [start=0, end=49]
1.0059 : 1.5743314
1.0118 : 1.5743314
1.0177001 : 1.5743314
1.0236001 : 1.5743314
1.0295001 : 1.5743314
1.0354002 : 1.5743314
1.0413002 : 1.5743314
1.0472002 : 1.5743314
1.0531002 : 1.5743314
1.0590003 : 1.5743314
1.0649003 : 1.5743314
1.0708003 : 1.5743314
1.0767003 : 1.5743314
1.0826004 : 1.5743314
1.0885004 : 1.5743314
1.0944004 : 1.5743314
1.1003004 : 1.5635685
1.1062005 : 1.5635685
1.1121005 : 1.5635685
1.1180005 : 1.5635685
1.1239005 : 1.5635685
1.1298006 : 1.5635685
1.1357006 : 1.5635685
1.1416006 : 1.5635685
1.1475006 : 1.5635685
1.1534007 : 1.5635685
1.1593007 : 1.5635685
1.1652007 : 1.5635685
